genres,rating,no_of_votes,meta_score,release_date,gross,budget,countries,log_budget,log_no_of_votes,log_gross,log_gross_bin
"Classic Musical, Epic, Period Drama, Biography, Drama, Family, Musical, Romance",8.1,274000,63.0,1965.0,159484051.0,8200000.0,United States,15.919644834185693,12.520887034998584,18.88745448772928,7
"Biography, Drama, History",7.1,41000,59.0,2019.0,38755968.0,20000000.0,"United States, China, Canada",16.811242881518265,10.62135173563291,17.472795340610563,4
"Costume Drama, Docudrama, Period Drama, Biography, Drama, History",7.4,108000,75.0,1999.0,82150642.0,30000000.0,"United Kingdom, United States",17.216707972959764,11.58989576532275,18.224065229562385,6
"Docudrama, Epic, Period Drama, War Epic, Biography, Drama, History, War",8.1,630000,71.0,2016.0,180563636.0,40000000.0,United States,17.50439003707821,13.353476685668044,19.01159383315948,7
"Costume Drama, Epic, Period Drama, Tragedy, Biography, Drama, Music",8.4,446000,87.0,1984.0,52111254.0,18000000.0,"United States, France",16.705882371415992,13.008076473152153,17.768891510264552,5
"Docudrama, Motorsport, Period Drama, Biography, Drama, Sport",8.1,531000,74.0,2013.0,96992516.0,38000000.0,"United Kingdom, United States",17.453096744006448,13.182519183461475,18.390144389161982,6
"Docudrama, Period Drama, Workplace Drama, Biography, Drama, Financial Drama",7.2,190000,66.0,2017.0,24121245.0,25000000.0,United States,17.034386422832473,12.154784614286667,16.998603586863805,3
"Docudrama, Gangster, True Crime, Biography, Crime, Drama, Thriller",6.9,212000,55.0,2015.0,42972994.0,30000000.0,"United Kingdom, France, United States",17.216707972959764,12.264346270624157,17.57608245311281,4
"Docudrama, Period Drama, Biography, Drama, Music",7.4,56000,70.0,2024.0,127264015.0,70000000.0,United States,18.064005814299346,10.933124826700707,18.661774352712452,7
"Biography, Drama",7.4,15000,57.0,2024.0,20571534.0,13000000.0,"United States, Canada",16.380459992348886,9.61587214452889,16.83941888208269,3
"Epic, Historical Epic, Period Drama, Sword & Sandal, Tragedy, War Epic, Action, Biography, Drama, History",5.6,180000,40.0,2004.0,167298192.0,155000000.0,"United States, United Kingdom, Germany, Netherlands, France, Italy, Morocco, Thailand",18.858935681335133,12.100717685412471,18.935288364942355,7
"Docudrama, Medical Drama, Period Drama, Biography, Drama",7.9,533000,77.0,2013.0,55198285.0,5000000.0,United States,15.424948670398354,13.186278579318829,17.826442460040603,5
"Period Drama, Political Drama, Biography, Drama, History, War",7.4,230000,75.0,2017.0,150847274.0,30000000.0,"United Kingdom, United States, China",17.216707972959764,12.345838935721968,18.831778459103894,7
"Jungle Adventure, True Crime, Biography, Crime, Drama, Mystery",6.7,71000,49.0,2017.0,14880939.0,20000000.0,United States,16.811242881518265,11.170449240431308,16.51559175741696,3
"Workplace Drama, Biography, Drama",8.0,587000,64.0,2006.0,307127625.0,55000000.0,United States,17.822843761378564,13.282781802386296,19.542773939033616,8
"Biography, Drama, Music",7.0,24000,65.0,2008.0,8883644.0,12000000.0,United States,16.300417291085605,10.085850775128717,15.99972250372034,2
"Docudrama, Pop Musical, Biography, Comedy, Drama, Musical",7.5,124000,74.0,2021.0,112777.0,55000000.0,United States,17.822843761378564,11.728044909070785,11.633176563563215,0
"Biography, Comedy, Drama, Financial Drama",7.1,15000,60.0,2023.0,630943.0,26000000.0,United Kingdom,17.073607134447293,9.61587214452889,13.354972389565994,1
"Period Drama, Biography, Drama, History, Musical, Romance",7.2,556,64.81290322580645,2025.0,11625735.0,26000000.0,Russia,17.073607134447293,6.322565239927284,16.268731819261543,2
"Docudrama, Period Drama, Political Drama, Political Thriller, Biography, Drama, History, Thriller, War",7.2,167000,83.0,2018.0,193764664.0,50000000.0,"United States, India",17.72753358339242,12.025755079404917,19.082154913655945,7
"Docudrama, Biography, Comedy, Drama",7.6,137000,75.0,2019.0,243711.0,40000000.0,"United Kingdom, Italy, Argentina, United States",17.50439003707821,11.827743504053695,12.403742479270928,0
"Costume Drama, Docudrama, Epic, Period Drama, Tragedy, Biography, Drama, History",8.1,761000,96.0,2013.0,187734091.0,20000000.0,"United Kingdom, United States",16.811242881518265,13.542389950903406,19.050537115325014,7
"Biography, Drama",7.1,14000,51.0,2019.0,148504.0,26000000.0,United States,17.073607134447293,9.546884034617925,11.908373906691738,0
"Period Drama, Biography, Drama, Financial Drama",7.3,39000,59.0,2020.0,1700000.0,26000000.0,United States,17.073607134447293,10.571342565808699,14.346139397261565,1
"Docudrama, Drug Crime, Gangster, Period Drama, True Crime, Biography, Crime, Drama",7.8,469000,76.0,2007.0,269755430.0,100000000.0,"United States, United Kingdom",18.420680753952364,13.058360179622305,19.413026295356747,8
"Gangster, True Crime, Biography, Crime, Drama",6.8,197000,68.0,2015.0,99975678.0,53000000.0,"United States, United Kingdom",17.78580249038432,12.190964083849375,18.420437504372018,6
"Cop Drama, Docudrama, Police Procedural, True Crime, Biography, Crime, Drama, Thriller",7.7,140000,83.0,1973.0,29857918.0,3000000.0,"United States, Italy",14.914123179965662,11.849404844423074,17.211960655751213,4
"Docudrama, Biography, Drama, History, War",7.8,61000,76.0,1985.0,34700291.0,14400000.0,United Kingdom,16.48273883399067,11.0186455364637,17.362258659867273,4
"Docudrama, Period Drama, Political Drama, Biography, Drama, History, War",7.3,278000,87.0,2012.0,275293450.0,65000000.0,"United States, India",17.989897843244528,12.535379989788607,19.433348181235623,8
"Docudrama, Epic, Historical Epic, Period Drama, War Epic, Biography, Drama, History, War",6.9,23000,62.0,2024.0,23559734.0,26000000.0,"United Kingdom, United States, Australia, Singapore, Hungary",17.073607134447293,10.043292972227004,16.975049668806644,3
"Docudrama, Period Drama, Showbiz Drama, Biography, Drama, Music",7.9,619000,49.0,2018.0,910813521.0,52000000.0,"United Kingdom, United States",17.76675429577647,13.335862167174314,20.62984873833263,9
"Docudrama, Period Drama, Tragedy, True Crime, Biography, Crime, Drama, Horror",7.2,39000,64.81290322580645,2007.0,1306875.0,2000000.0,United States,14.508658238524095,10.571342565808699,14.083150114348864,1
"Period Drama, War Epic, Biography, Drama, History, War",7.8,149000,78.0,1990.0,26979166.0,18000000.0,United States,16.705882371415992,11.91170829631447,17.110575533545234,4
"Docudrama, Period Drama, Biography, Drama, Romance",7.3,98000,61.0,2002.0,56298474.0,12000000.0,United States,16.300417291085605,11.49273296168228,17.846178005709312,5
"Docudrama, Biography, Drama, Music",6.2,34000,43.0,2024.0,180916602.0,26000000.0,United States,17.073607134447293,10.434145214930487,19.01354672614294,7
"Teen Drama, True Crime, Biography, Crime, Drama",6.9,42000,45.0,2001.0,704808.0,26000000.0,"United States, France, United Kingdom",17.073607134447293,10.645448706505872,13.4656821231026,1
"Period Drama, Pop Musical, Showbiz Drama, Biography, Drama, Musical",7.5,328000,48.0,2017.0,469064959.0,84000000.0,"United States, China",18.24632736871235,12.700771936142122,19.96625182428197,9
"Period Drama, Biography, Drama, History",7.8,35000,64.81290322580645,1968.0,20139.0,4000000.0,"United Kingdom, United States",15.201805169084134,10.463131911491967,9.910463166272553,0
"Water Sport, Biography, Drama, Family, Sport",7.0,54000,53.0,2011.0,47121479.0,18000000.0,United States,16.705882371415992,10.896757843893464,17.66823950598243,5
"Biography, Drama",6.2,44000,51.0,2013.0,1585583.0,10000000.0,United States,16.118095750958314,10.691967639914864,14.276463351689591,1
"Docudrama, Biography, Drama, History, Sport",7.5,61000,68.0,2004.0,64445708.0,28000000.0,"Canada, United States",17.147715103853763,11.0186455364637,17.981333706389798,5
"Docudrama, Period Drama, Tragedy, Biography, Drama, History",7.3,209000,84.0,2018.0,105713218.0,59000000.0,"United States, Japan, China",17.893048018819147,12.250094315624496,18.476240504515726,6
"Coming-of-Age, Docudrama, Water Sport, Biography, Drama, Sport",7.0,27000,54.0,2023.0,55501365.0,40000000.0,United States,17.50439003707821,10.203629181337648,17.83191819102639,5
"Basketball, Docudrama, Biography, Drama, Sport",7.3,179000,57.0,2005.0,76669554.0,30000000.0,"United States, Germany",17.216707972959764,12.095146671399466,18.15501525142276,6
"Coming-of-Age, Period Drama, Political Drama, Biography, Drama, Romance",7.2,97000,75.0,2021.0,49158709.0,11000000.0,United Kingdom,16.213405921671733,11.48247656671073,17.710564601471596,5
"Coming-of-Age, Dark Romance, Docudrama, Period Drama, Showbiz Drama, Teen Romance, Biography, Drama, Music, Romance",6.5,46000,79.0,2023.0,33112676.0,20000000.0,"Italy, United States, United Kingdom",16.811242881518265,10.736418414365376,17.31542675796154,4
"Docudrama, Period Drama, True Crime, Biography, Crime, Drama, History",7.3,145000,88.0,2006.0,49327405.0,7000000.0,"United States, Canada",15.76142084987672,11.884495917930655,17.713990387193203,5
"Adventure Epic, Desert Adventure, Epic, Tragedy, War Epic, Adventure, Biography, Drama, War",8.3,327000,100.0,2013.0,45764288.0,15000000.0,"United Kingdom, United States",16.52356082573315,12.69771850797869,17.639014628790463,5
"Period Drama, Psychological Drama, Tragedy, Biography, Drama, Thriller, War",8.0,849000,71.0,2014.0,233555708.0,14000000.0,United States,16.454567959008102,13.651815643149092,19.268931189058076,8
"Docudrama, Period Drama, Biography, Drama, History, Sport",7.0,152000,81.0,2015.0,19206513.0,24000000.0,United States,16.993564429978885,11.931642378754141,16.770760050292008,3
"Action Epic, Costume Drama, Docudrama, Epic, Historical Epic, Period Drama, War Epic, Action, Adventure, Biography",6.3,170000,64.0,2023.0,221394838.0,200000000.0,"United Kingdom, United States",19.11382792951231,12.04355959836804,19.215458267217336,8
"Epic, Tragedy, True Crime, Biography, Crime, Drama",7.9,36000,47.0,1993.0,4496583.0,35000000.0,United States,17.370858648025116,10.491301994830229,15.318828555358701,2
"Dark Comedy, Prison Drama, Biography, Crime, Drama, Thriller",7.5,91000,59.0,1978.0,35000000.0,2300000.0,"United Kingdom, United States",14.648420115681892,11.418625774449598,17.370858648025116,4
"Showbiz Drama, Biography, Drama, Music",6.9,33000,67.0,1997.0,35764351.0,20000000.0,United States,16.811242881518265,10.404293143019792,17.39246220108843,4
"Docudrama, Biography, Drama",8.8,144000,64.81290322580645,2023.0,138288.0,26000000.0,India,17.073607134447293,11.87757552297847,11.837100977251707,0
"Historical Epic, Period Drama, War Epic, Biography, Drama, History, Romance, War",7.3,163000,62.0,2019.0,126931.0,23000000.0,"United Kingdom, Hungary, United States, Australia",16.951004817371683,12.001511614739405,11.751406788974387,0
"Docudrama, Biography, Drama, Music",6.3,26000,43.0,2024.0,51026615.0,30000000.0,"United Kingdom, France, United States",17.216707972959764,10.165890277802454,17.747857936908307,5
"Docudrama, Biography, Comedy, Drama, Financial Drama",6.9,55000,66.0,2023.0,20703794.0,30000000.0,United States,17.216707972959764,10.915106645867503,16.84582757476543,3
"Docudrama, Epic, Period Drama, Biography, Drama, War",7.5,14000,64.81290322580645,2025.0,3340714.0,26000000.0,Norway,17.073607134447293,9.546884034617925,15.02169541389906,1
"Docudrama, Period Drama, Political Drama, Biography, Drama, History",8.5,91000,85.0,2025.0,35085277.0,26000000.0,"Brazil, France",17.073607134447293,11.418625774449598,17.373292170251215,4
"Docudrama, Epic, Period Drama, Biography, Drama, History",8.0,243000,79.0,1983.0,52768419.0,22000000.0,"United Kingdom, India",16.906553056777135,12.400820837540556,17.7814234636791,5
"Docudrama, Period Drama, Prison Drama, War Epic, Biography, Drama, Sport, War",7.2,190000,59.0,2014.0,161459297.0,65000000.0,"United States, Japan",17.989897843244528,12.154784614286667,18.899763644095604,7
"Period Drama, Tragedy, Biography, Drama, Music",6.4,18000,63.0,2024.0,21999291.0,26000000.0,"Italy, Germany, Chile, United States",17.073607134447293,9.798182590890704,16.90652082898656,3
"Dark Comedy, Raunchy Comedy, Romantic Comedy, Steamy Romance, Comedy, Drama, Romance",7.6,142000,91.0,2024.0,47402499.0,6000000.0,United States,15.607270193858982,11.863589378812122,17.674185527890497,5
"Docudrama, Epic, Gangster, Period Drama, True Crime, Biography, Crime, Drama, History, Thriller",7.8,450000,94.0,2019.0,968853.0,159000000.0,United States,18.884414766473814,13.017005083966255,13.783869208726285,1
"Dark Comedy, Slasher Horror, Splatter Horror, Whodunnit, Comedy, Horror, Mystery",6.2,12000,61.0,2025.0,32576907.0,18000000.0,"United States, New Zealand",16.705882371415992,9.392745258631441,17.29911425178482,4
"High-Concept Comedy, Holiday Comedy, Holiday Family, Slapstick, Comedy, Family, Holiday",7.7,692000,63.0,1990.0,476684675.0,18000000.0,United States,16.705882371415992,13.447342679685468,19.982365773654585,9
"Period Drama, Romantic Comedy, Tragedy, Tragic Romance, Comedy, Drama, Romance, War",8.6,772000,58.0,1997.0,230099013.0,26000000.0,Italy,17.073607134447293,13.556741124342862,19.254020269902977,8
"Comedy, Drama",8.1,910,71.0,2025.0,164182.0,26000000.0,India,17.073607134447293,6.814542897259958,12.008736938362919,0
"Raunchy Comedy, Teen Comedy, Comedy",6.6,232000,45.0,2004.0,22605153.0,25000000.0,United States,17.034386422832473,12.354496960983985,16.933688491339705,3
"Dark Comedy, Dark Fantasy, Slapstick, Supernatural Fantasy, Supernatural Horror, Comedy, Fantasy, Horror",6.7,142000,62.0,2024.0,451900435.0,100000000.0,"United States, France",18.420680753952364,11.863589378812122,19.92897243919627,9
"Dark Comedy, Satire, Tragedy, Comedy, Drama, Sci-Fi",7.2,635000,49.0,2021.0,791863.0,75000000.0,"United States, Canada",18.132998684833918,13.361381852676738,13.582144938879765,1
Comedy,7.0,11000,64.0,2024.0,455708.0,26000000.0,United States,17.073607134447293,9.305741456739435,13.029609726892367,1
"Buddy Comedy, Comedy",6.7,7700,71.0,2025.0,49067626.0,14000000.0,United States,16.454567959008102,8.94910546953925,17.708710047410282,5
"Pop Musical, Showbiz Drama, Comedy, Drama, Music, Musical, Romance",8.0,712000,94.0,2016.0,509183536.0,30000000.0,"United States, Hong Kong",17.216707972959764,13.475834594887509,20.048319093017245,9
"Dark Comedy, Period Drama, Psychological Drama, Tragedy, Comedy, Drama",7.7,276000,87.0,2022.0,50250625.0,26000000.0,"Ireland, United Kingdom, United States",17.073607134447293,12.52815976788113,17.732533562537306,5
"Docudrama, Period Drama, Biography, Drama, History",7.5,33000,69.0,2024.0,56475835.0,26000000.0,"United Kingdom, Czech Republic, Australia, United States",17.073607134447293,10.404293143019792,17.84932342321896,5
"Farce, Parody, Slapstick, Comedy",8.0,175000,83.0,1974.0,86276706.0,2800000.0,United States,14.845130332288226,12.07254696717504,18.27307021232201,6
"Cozy Mystery, Satire, Whodunnit, Comedy, Crime, Drama, Mystery, Thriller",7.1,472000,81.0,2022.0,13280000.0,40000000.0,United States,17.50439003707821,13.064736383209516,16.401769777313763,3
"Quirky Comedy, Comedy, Drama",7.6,321000,76.0,2002.0,71443648.0,21000000.0,United States,16.860033043306743,12.679199517372098,18.084419571055637,6
"Dark Comedy, Psychological Thriller, Comedy, Crime, Mystery, Thriller",6.8,175000,67.0,2018.0,97644617.0,20000000.0,"Canada, United States",16.811242881518265,12.07254696717504,18.39684509856069,6
"Coming-of-Age, Teen Comedy, Teen Drama, Comedy, Drama",7.8,454000,66.0,1985.0,51525171.0,1000000.0,United States,13.815511557963774,13.025854679664231,17.757581022920572,5
"Feel-Good Romance, Romantic Comedy, Comedy, Drama, Romance",6.8,276000,66.0,2001.0,281996360.0,25000000.0,"United Kingdom, France, Ireland, United States",17.034386422832473,12.52815976788113,19.45740472456381,8
"Body Horror, Dark Comedy, Comedy, Horror",5.6,18000,56.0,2024.0,170986.0,26000000.0,United States,17.073607134447293,9.798182590890704,12.04934280920306,0
"Teen Comedy, Comedy, Drama, Family, Sport",6.0,30000,55.0,2005.0,27645491.0,26000000.0,"Canada, United States",17.073607134447293,10.308985993422082,17.1349732346658,4
"Dark Comedy, Comedy, Drama, Thriller",6.9,27000,78.0,2024.0,1401646.0,26000000.0,United States,17.073607134447293,10.203629181337648,14.153158531707065,1
"Romantic Comedy, Comedy, Drama, Romance",6.1,73000,41.0,2011.0,75055070.0,30000000.0,"United States, France",17.216707972959764,11.19822841866684,18.13373268204892,6
"Psychological Drama, Steamy Romance, Comedy, Drama, Romance, Sport",7.1,150000,82.0,2024.0,96119408.0,55000000.0,"Italy, United States",17.822843761378564,11.918397239722838,18.381101820249345,6
"Coming-of-Age, Teen Drama, Comedy, Drama",8.1,585000,79.0,1989.0,235860116.0,16400000.0,United States,16.612791953770035,13.279368835614243,19.278749462682956,8
"Quirky Comedy, Romantic Comedy, Comedy, Drama, Romance",7.7,585000,76.0,2009.0,60802019.0,7500000.0,United States,15.830413711839864,13.279368835614243,17.92313357006871,5
"Holiday Comedy, Comedy, Drama, Holiday",7.9,196000,82.0,2023.0,45735872.0,16000000.0,United States,16.588099342704055,12.185875040240456,17.63839351511607,5
"Feel-Good Romance, Romantic Comedy, Comedy, Drama, Romance",7.4,588000,68.0,2011.0,145086643.0,50000000.0,United States,17.72753358339242,13.28448392755959,18.792841666753613,7
"Dark Comedy, Romantic Comedy, Steamy Romance, Workplace Drama, Comedy, Drama, Romance",6.9,103000,63.0,2002.0,9304609.0,4000000.0,United States,15.201805169084134,11.542493975902508,16.046020534230088,2
"Dark Comedy, High-Concept Comedy, Psychological Drama, Satire, Showbiz Drama, Comedy, Drama",8.2,1300000,90.0,1998.0,264118712.0,60000000.0,United States,17.909855136853043,14.077875591662238,19.391909230493674,8
"Romantic Comedy, Comedy, Romance",6.1,140000,52.0,2023.0,220332985.0,25000000.0,"Australia, United States",17.034386422832473,11.849404844423074,19.210650532747213,8
"Buddy Comedy, Drug Crime, Satire, Stoner Comedy, Comedy, Crime",8.1,886000,71.0,1998.0,48261691.0,15000000.0,"United Kingdom, United States",16.52356082573315,13.694473358254752,17.692148677637743,5
"Comedy, Drama",7.3,256000,84.0,2011.0,177243185.0,20000000.0,United States,16.811242881518265,12.45293662970407,18.993033279760272,7
"Dark Comedy, Comedy, Drama, War",7.3,1000,75.0,2025.0,1227801.0,26000000.0,United States,17.073607134447293,6.90875477931522,14.020736136903999,1
"Cozy Mystery, Satire, Whodunnit, Comedy, Crime, Drama, Mystery, Thriller",7.9,811000,82.0,2019.0,312897920.0,40000000.0,United States,17.50439003707821,13.606024566142413,19.561387564321734,8
"Buddy Comedy, Comedy, Drama",5.6,114000,31.0,2012.0,57719093.0,70000000.0,United States,18.064005814299346,11.643962499267984,17.871098595281058,5
"Football, Comedy, Sport",6.6,72000,30.0,2000.0,50054511.0,50000000.0,United States,17.72753358339242,11.184435286790631,17.7286232095124,5
"Romantic Comedy, Comedy, Drama, Romance",7.1,93000,54.0,2006.0,2294291.0,26000000.0,"United Kingdom, Belgium",17.073607134447293,11.440365524765756,14.64593485714985,1
"Feel-Good Romance, High-Concept Comedy, Romantic Comedy, Satire, Comedy, Romance",6.5,264000,59.0,2001.0,141778365.0,18000000.0,United States,16.705882371415992,12.483708170000067,18.769775593427006,7
"Comedy, Drama",7.1,39000,76.0,2021.0,2316004.0,1100000.0,United States,13.910821646859095,10.571342565808699,14.655354276567339,1
"Feel-Good Romance, Pop Musical, Rock Musical, Romantic Comedy, Teen Comedy, Teen Romance, Comedy, Musical, Romance",7.2,312000,70.0,1978.0,396271103.0,6000000.0,United States,15.607270193858982,12.650761671914688,19.79760914104353,9
"Period Drama, Showbiz Drama, Comedy, Drama",7.6,897000,84.0,2019.0,392105159.0,90000000.0,"United States, United Kingdom, China",18.31532023940565,13.706812255867513,19.787040627084156,9
"Coming-of-Age, Feel-Good Romance, Romantic Comedy, Teen Comedy, Teen Drama, Teen Romance, Comedy, Drama, Romance",7.3,414000,70.0,1999.0,53683812.0,30000000.0,United States,17.216707972959764,12.933623668263472,17.798622080146774,5
"Raunchy Comedy, Teen Comedy, Comedy",7.0,448000,58.0,1999.0,235483004.0,11000000.0,United States,16.213405921671733,13.012550743537489,19.277149303211587,8
"Dark Comedy, Satire, Zombie Horror, Comedy, Fantasy, Horror, Sci-Fi",5.4,96000,53.0,2019.0,15325468.0,26000000.0,"United States, Japan, Sweden",17.073607134447293,11.472113887062386,16.545026642907175,3
"Buddy Comedy, Comedy, Drama",7.1,73000,85.0,2024.0,23500651.0,26000000.0,"United States, Poland",17.073607134447293,11.19822841866684,16.972538723410363,3
"Farce, Comedy",7.2,107000,71.0,1996.0,185260553.0,31000000.0,United States,17.249497794707484,11.580593459194764,19.037273792177565,7
"Dark Comedy, Tragedy, Comedy, Drama, Horror",6.5,57000,64.0,2024.0,16398509.0,15000000.0,"Ireland, United Kingdom, United States, Greece",16.52356082573315,10.950824090522445,16.612701035008445,3
"Costume Drama, Period Drama, Showbiz Drama, Comedy, Drama, History",7.1,191000,61.0,2022.0,65267446.0,110000000.0,United States,18.5159909328476,12.160033942617156,17.994003955398732,5
"Coming-of-Age, Comedy, Drama, Romance",6.9,37000,74.0,2024.0,5726780.0,26000000.0,"United Kingdom, Canada, United States",17.073607134447293,10.518700218288165,15.560664150728643,2
"Quirky Comedy, Supernatural Fantasy, Comedy, Family, Fantasy",7.0,184000,72.0,1996.0,33460753.0,36000000.0,United States,17.399029524198163,12.122696471358964,17.325883787638453,4
"Buddy Comedy, Police Procedural, Satire, Comedy, Crime",5.8,176000,41.0,2004.0,113100873.0,37000000.0,United States,17.426428497635523,12.07824495582233,18.543790668731116,6
"Comedy, Drama",7.5,189000,51.0,2023.0,113360085.0,50000000.0,"United States, Sweden, Canada, Ireland, United Kingdom",17.72753358339242,12.149507585033072,18.546079911991438,6
"Romantic Comedy, Comedy, Drama, Romance",6.7,17000,72.0,2025.0,103679000.0,26000000.0,"United Kingdom, France, United States",17.073607134447293,9.741027444837728,18.456810155105153,6
"True Crime, Comedy, Crime, Musical",7.2,249000,81.0,2003.0,306777366.0,45000000.0,"United States, Germany",17.622173069956816,12.425212191503038,19.541632853549707,8
"Romantic Comedy, Comedy, Drama, Music, Romance",5.8,124000,27.0,2000.0,113916474.0,45000000.0,United States,17.622173069956816,11.728044909070785,18.550976062382347,6
"Raunchy Comedy, Comedy",7.7,880000,73.0,2009.0,469328922.0,35000000.0,"United States, Germany",17.370858648025116,13.68767832281738,19.966814408952953,9
"Pop Musical, Comedy, Crime, Drama, Musical, Thriller",5.4,83000,70.0,2024.0,15961113.0,26000000.0,"France, Mexico, Belgium, United States",17.073607134447293,11.326607934898927,16.585665947048813,3
"Comedy, Crime, Drama, Holiday",7.1,40000,86.0,2015.0,840099.0,100000.0,United States,11.51293546492023,10.596659732783579,13.641276211352938,1
"Feel-Good Romance, Quirky Comedy, Romantic Comedy, Comedy, Romance",8.3,815000,70.0,2002.0,175183052.0,10000000.0,"France, Germany",16.118095750958314,13.610944619216111,18.981342002335914,7
"Docudrama, Romantic Comedy, Comedy, Crime, Romance",6.8,112000,82.0,2024.0,5348633.0,26000000.0,United States,17.073607134447293,11.626263078808801,15.492351759167871,2
"Raunchy Comedy, Romantic Comedy, Teen Comedy, Teen Drama, Teen Romance, Comedy, Drama, Romance",6.7,250000,47.0,2004.0,30381722.0,25000000.0,United States,17.034386422832473,12.429220196836383,17.229351768467712,4
"Satire, Teen Comedy, Comedy",7.1,458000,66.0,2004.0,130192622.0,17000000.0,"United States, Canada",16.648723960844016,13.034626646500051,18.684525627147387,7
"Coming-of-Age, Comedy, Drama, Music",8.0,176000,72.0,2021.0,1905058.0,10000000.0,"France, Canada, United States",16.118095750958314,12.07824495582233,14.460023537191951,1
"Quirky Comedy, Showbiz Drama, Comedy, Drama, Romance, Sci-Fi",6.5,129000,76.0,2023.0,53857743.0,25000000.0,United States,17.034386422832473,11.767575435251748,17.801856758098392,5
"Dark Comedy, Satire, Comedy, Crime, Drama",8.1,578000,88.0,2017.0,162729321.0,15000000.0,"United Kingdom, United States",16.52356082573315,13.267330877756825,18.907598777217498,7
"Dark Comedy, Comedy, Crime, Drama",5.8,8800,45.0,2006.0,156318.0,6000000.0,United States,15.607270193858982,9.082620630373812,11.959654070122063,0
"Dark Comedy, Steampunk, Comedy, Drama, Romance, Sci-Fi",7.8,334000,88.0,2024.0,117625455.0,35000000.0,"Ireland, United Kingdom, United States, Hungary",17.370858648025116,12.718899265966332,18.58301603258919,7
"Coming-of-Age, Dark Comedy, High-Concept Comedy, Period Drama, Quirky Comedy, Satire, Comedy, Drama, War",7.9,463000,58.0,2019.0,93694707.0,14000000.0,"Czech Republic, New Zealand, United States, Germany",16.454567959008102,13.045484492893253,18.355552267492037,6
"Dark Comedy, Dark Fantasy, Quirky Comedy, Slapstick, Supernatural Fantasy, Comedy, Fantasy",7.5,401000,71.0,1988.0,74852535.0,15000000.0,United States,16.52356082573315,12.901719200051183,18.131030549351486,6
"Coming-of-Age, Stoner Comedy, Teen Comedy, Comedy",7.6,207000,82.0,1993.0,8259076.0,6900000.0,United States,15.747032114495013,12.240478903153711,15.926823395912004,2
"Dark Comedy, Satire, Comedy, Drama",7.3,200000,63.0,2022.0,26195743.0,26000000.0,"United Kingdom, Sweden, Germany, Mexico, France, Turkey, Denmark, United States, Switzerland, Greece",17.073607134447293,12.206077645517674,17.08110751278798,4
"Feel-Good Romance, Romantic Comedy, Time Travel, Comedy, Drama, Fantasy, Romance, Sci-Fi",7.8,409000,55.0,2013.0,87100748.0,12000000.0,"United States, United Kingdom",16.300417291085605,12.921472880009725,18.282576041096895,6
"Raunchy Comedy, Comedy",7.0,250000,54.0,2003.0,87135520.0,24000000.0,United States,16.993564429978885,12.429220196836383,18.28297517728664,6
"Raunchy Comedy, Romantic Comedy, Teen Comedy, Teen Romance, Comedy, Romance",6.3,190000,59.0,2023.0,87256407.0,45000000.0,United States,17.622173069956816,12.154784614286667,18.284361560475997,6
"Buddy Comedy, Dark Comedy, Raunchy Comedy, Teen Comedy, Comedy",7.6,659000,76.0,2007.0,170812574.0,20000000.0,United States,16.811242881518265,13.398480330934175,18.956077460730402,7
"Dark Comedy, Comedy, Crime",6.3,761,47.0,2025.0,1675425.0,26000000.0,"United States, United Kingdom",17.073607134447293,6.635946555686647,14.331578019263539,1
"Dark Comedy, Farce, Parody, Satire, Slapstick, Comedy",7.7,272000,78.0,1980.0,83455547.0,3500000.0,United States,15.068273812173887,12.513561021741964,18.239824688786133,6
"Satire, Comedy",7.6,297000,68.0,1999.0,10829894.0,10000000.0,United States,16.118095750958314,12.601490784782536,16.197820923639316,2
"Buddy Comedy, Comedy, Music",7.0,176000,57.0,1992.0,183097323.0,20000000.0,United States,16.811242881518265,12.07824495582233,19.02552839457344,7
"Satire, Comedy, Romance",5.3,14000,33.0,2004.0,14615099.0,30000000.0,"Germany, United States",17.216707972959764,9.546884034617925,16.4975657987894,3
"Dark Comedy, Psychological Horror, Satire, Comedy, Horror, Thriller",7.2,446000,71.0,2022.0,79628200.0,35000000.0,United States,17.370858648025116,13.008076473152153,18.19287887199048,6
"Erotic Thriller, Psychological Thriller, Crime, Drama, Mystery, Thriller",7.7,230000,75.0,1986.0,8667049.0,6000000.0,United States,15.607270193858982,12.345838935721968,15.975039037108726,2
"Psychological Drama, Psychological Thriller, Serial Killer, Whodunnit, Crime, Drama, Mystery, Thriller",7.8,511000,71.0,2011.0,232617430.0,90000000.0,"Sweden, United States",18.31532023940565,13.144126826131089,19.264905735051826,8
"Tragedy, Crime, Drama, Thriller",7.7,455000,66.0,2005.0,98410061.0,6500000.0,"United States, Germany",15.687312888712007,13.02805489573287,18.404653612892243,6
"Dark Comedy, Korean Drama, Police Procedural, Serial Killer, True Crime, Crime, Drama, Mystery, Thriller",8.1,237000,82.0,2003.0,1210156.0,2800000.0,South Korea,14.845130332288226,12.37581963951765,14.006260661221969,1
"Conspiracy Thriller, Psychological Horror, Psychological Thriller, Serial Killer, Supernatural Horror, Crime, Horror, Thriller",6.6,177000,77.0,2024.0,126942386.0,26000000.0,"Canada, United States",17.073607134447293,12.083910661257521,18.65924389582525,7
